CVNN loss, CVNN acc, RVNN loss, RVNN acc
0.7429892, 0.6896, 0.7908595, 0.6708
0.7753587, 0.7886, 0.8031766, 0.6697333333333333
0.7434252, 0.7299166666666667, 0.76521033, 0.6669666666666667
0.7433858, 0.7936, 0.7906257, 0.6689833333333334
0.73668355, 0.7232833333333333, 0.78829134, 0.6669666666666667
0.7911217, 0.73275, 0.79735196, 0.6721666666666667
0.72774637, 0.74525, 0.79346246, 0.7008833333333333
0.7591163, 0.6879, 0.7669199, 0.7414666666666667
0.78651524, 0.6890833333333334, 0.74499077, 0.6695666666666666
0.8045115, 0.7219833333333333, 0.7924743, 0.6695166666666666
